Wn,HTE,I,h,Qc/A,Th,Tc
5.8,3.5,4,1100,6000,298.5403187,333.4065553
6.1,4.4,21.5,3200,6400,297.135315,279.6050481
7.4,4.2,19.5,2600,2600,295.6803911,262.541711
7.4,2.8,28.5,700,12200,318.2731663,308.7718063
5.1,3.8,6.5,4500,8400,295.0156307,354.9860043
7.3,3.2,7,3200,3400,294.3130909,293.4870744
6.7,2.8,6,1500,10000,299.7125535,336.7956266
7.7,2.7,1.5,600,16400,320.1652097,387.858945
5.8,2,24,3700,11200,297.180307,297.6102214
6.9,4,10.5,6600,19600,295.9983169,393.4631304
4.3,2.9,13,3100,6000,295.9811592,299.6986641
7.1,4.5,6.5,7900,4600,293.7690694,303.4588598
8,3.7,13.5,7300,10400,294.6765254,311.7923278
7.3,1.9,3,6000,18400,296.1698328,351.9589232
4.7,2.2,23,400,19000,355.4735238,397.3942957
7.1,2.7,6,5000,10800,295.273555,331.3246725
8,4,29,6800,8600,295.3404923,278.058459
7.8,2.4,7.5,4000,14400,296.6866674,333.2101093
6.2,3.6,30,9700,11200,295.2590441,292.2447915
7.9,0.9,2.5,3100,12000,297.0033186,311.4622386
6.1,4.1,16.5,4400,11400,296.3133215,326.7054665
6.9,0.5,24.5,1500,10000,300.4040402,298.0483478
5,2,20.5,1700,6200,299.2467467,281.8222076
4.8,1.2,10.5,8900,10000,294.3017932,315.0582167
5.6,1.2,29.5,4100,17200,298.1495948,307.2836037
6.5,2,26.5,7900,9800,294.8869164,286.3602219
7.3,4.1,13.5,3400,12400,297.0192146,331.3264436
7.6,3.3,12,7400,19200,295.6871962,357.8963841
6.2,2.7,10,800,4400,299.6863742,295.7788737
4.3,2.4,1,9200,13200,294.5530806,447.7416983
4,0.6,7,4600,3400,293.9341572,293.5280686
4,3.4,11,7900,9200,294.5453256,358.3004237
5.7,0.7,2,1000,12400,305.4741846,328.7873576
4.9,3.9,26,9700,10200,295.4467489,312.2988667
4.9,1.4,16.5,7700,7600,294.3625245,293.1458388
5.8,3.1,28,1700,14600,306.3020228,321.2272278
6.3,2.2,27,4000,4400,295.6113902,265.7102964
6.5,3,10.5,8100,20000,295.5246798,381.8951135
8,1,7.5,300,12600,334.986739,346.7833042
4.4,2.1,27,5500,8000,296.2554585,280.659279
4.8,2.3,29,1300,10000,308.6487048,296.0804554
7.5,0.6,21,9800,6400,293.8741171,290.0429675
4.5,3.3,27.5,6200,18200,298.0894318,387.1338736
4.7,3.5,11,4200,3800,294.5777807,282.9963293
7.3,3,22.5,8100,2200,293.9216069,261.3900818
7.8,2.5,23,7500,16800,295.6163856,313.6131584
4.6,2.3,19,9400,17000,295.2257477,359.995818
7.6,2.8,18,8600,1600,293.6118532,267.8440808
7.6,2.1,2,7500,3800,293.654417,302.7059824
4.5,2.9,8.5,3300,8600,295.8883947,344.8294613
5.6,2,18.5,1700,4600,297.560597,278.042066
4.3,1.8,23.5,2400,15200,301.5770006,333.5768537
6.8,3.8,25,3000,6800,297.4933618,276.0064087
6.1,1.8,25.5,8200,11600,294.9835434,294.0951232
5,3.2,7.5,4600,8200,294.9755609,340.3924953
6.2,4.5,23,9900,5400,294.4292615,268.4727325
6.1,0.7,23,6100,17400,296.1295284,305.8113998
8,4.3,13,100,11200,423.4641065,427.9486883
4.8,1.3,10.5,1000,15200,308.2063467,354.2385563
7,2.7,10.5,8400,11600,294.5463037,323.4155631
7.9,4.1,11.5,5500,7600,294.6657797,304.5735252
6.5,3.7,23,1300,16600,309.1512916,343.8176978
4.1,2.1,22.5,7900,8000,295.0487167,289.153678
7,4.1,8,1300,5200,297.5136569,305.146182
5.4,1.6,28,600,12200,322.9754133,313.2795216
4.6,3.9,5.5,5100,20000,296.7337754,540.376226
5.4,0.6,7,4000,7400,295.0069574,302.229384
4.9,4.3,21,9700,9400,294.9799172,316.8628274
7.8,0.5,19,8100,5400,293.8738791,290.8581256
7.8,3.6,25,5800,16200,296.5084217,316.1483171
5.3,1.4,10,5900,16800,295.9390547,346.1283179
5.1,2.1,26,6200,20000,297.0674092,344.7014728
4.8,3.8,20.5,2500,10000,300.0908794,322.4553477
5.6,2.9,24.5,1100,16600,313.2078987,345.2495541
7.4,1.9,13.5,5800,14400,295.6627353,317.8323892
7,3.6,12,4300,19200,297.5036352,375.5387673
6.3,3.9,9,6300,12200,295.0728519,355.8391124
7.9,0.8,15.5,5300,2600,293.737311,287.8168185
7.7,4.1,13.5,7900,3800,293.8362613,279.7865609
6.5,1.5,14,8500,4600,293.7986815,286.8721887
5.2,2.4,10.5,8000,19800,295.5179609,399.8772789
4.6,1.4,21.5,3800,19600,298.7893993,345.2596022
7.9,3.1,26,4100,13000,297.1858718,299.8657159
8,2.7,28.5,7300,10200,295.1098053,285.4678116
6.6,4.1,6.5,4000,20000,297.857195,430.7715298
5.6,3.2,27.5,10000,13400,295.2807005,311.5816147
4.4,0.6,19,5700,19400,296.6281501,323.0348971
7,3.2,16,2600,19400,300.719685,358.9763234
6.2,0.6,21.5,5200,2000,293.7730949,282.1976465
7.6,1.8,7.5,1200,6800,298.893245,306.6785814
4.9,3.1,2.5,2800,6400,295.3706556,353.4850924
7.6,2.3,23,6100,16000,296.0594141,310.9490002
4.4,4.5,26,600,9800,348.6228996,389.8350809
5.3,3,7.5,5800,12400,295.2282503,370.5633258
6.4,2.3,2,5200,8800,294.8184078,334.7067007
4.4,2.3,14,5600,16400,296.1987683,381.5646077
6.8,4,2.5,2200,9800,297.488023,363.9862828
7.9,3.7,14,3400,2000,294.2381044,272.5251637
7,2.5,6.5,4300,4200,294.1705403,297.9290977
7,2,28.5,200,16800,408.3323687,394.0672678
6.5,2.7,20,7300,2800,294.0170846,264.9624875
7.5,0.5,9.5,1800,18600,303.4330623,314.9927654
4.2,2.8,19.5,6600,17600,296.482141,395.3267913
4.2,3.8,16.5,7000,5000,294.8013681,284.4757559
6.2,3.3,29,4500,2600,295.7765722,248.1698336
4.2,3,24,7000,7600,295.8101924,293.3382387
7.8,2.6,29,800,4800,305.8121021,276.2777017
7.1,4.2,24,3000,3800,296.4804903,261.0650203
7.4,3.7,8.5,2300,7000,296.3275499,311.1506774
7.4,3.8,17.5,5800,6400,294.683779,285.5462974
6.8,3.7,14,4500,9800,295.6097128,314.1689075
5.1,3.2,27.5,9100,15200,295.8365893,332.8987623
5,3.3,4.5,1300,4600,296.7580582,321.7973206
4.5,2.8,3,8300,14800,294.8383491,455.4342013
7.7,2.5,20,9000,11200,294.579459,299.4124347
5.1,4.5,2,3300,19600,298.8071481,563.9448157
5.4,1.7,4.5,9200,3600,293.549431,300.0802302
5.3,4.1,15.5,6200,12000,295.5215166,347.5026257
6.8,0.6,16.5,400,16800,335.7713367,343.9120691
5.3,3.9,8,5900,19000,296.1479621,459.2038013
4.1,0.7,1.5,6900,12400,294.930125,340.6634458
4.4,3.7,19,800,2200,306.7906225,254.4801979
4.5,3.7,3.5,2400,5600,295.432545,353.4365269
4.4,4,21.5,7400,13400,296.2693229,374.6130389
6.1,1.8,20.5,1200,3800,298.7542687,276.3065525
4,4.4,29.5,1300,9800,329.6351384,525.9533878
6.6,1.6,23,5600,9200,295.206486,289.7126868
5,3.5,27.5,7300,8800,295.9848206,291.666651
7.8,1.5,16.5,9600,6000,293.8654375,289.1483134
5,4.3,3,3000,12200,296.9749839,454.2572104
4.8,3.1,24.5,5100,13400,297.3693003,331.1609912
7.2,1.4,18.5,1200,10800,302.9679266,305.4842212
7.4,4.2,15.5,2800,13400,298.3499176,332.3031772
7.7,2.5,29.5,2000,3000,297.333573,264.6247382
5.2,2.1,13,3200,14200,297.7141928,345.2275822
4.3,2.1,9.5,3100,3000,294.5255099,281.8358445
6.4,1.6,5.5,100,6400,357.8109915,367.2136378
6.2,4,2,9100,3400,293.5198552,315.147522
7.4,3.7,28,1400,10600,305.2736605,294.6681399
5.6,1.2,17.5,6100,5000,294.2277284,283.4236123
6.1,4.5,15,7000,8800,294.7687601,312.4867097
4.1,1.7,24.5,3500,2400,296.0500183,249.8061258
6,2,22.5,5300,16400,296.6664157,320.5741081
7.3,1.2,4.5,8300,13200,294.7245046,317.1954167
4,4.1,16,5500,12600,296.5090119,404.6646069
7.1,4,12,900,15000,310.0129137,364.6269066
5.3,3.9,11.5,8300,4200,293.9066031,284.6441897
4.5,4.1,2,6900,15000,295.2053879,533.2887324
5.7,2,29.5,4000,9400,297.104269,282.1619236
4.6,1.8,10,9000,5600,293.8638265,298.8360551
5.2,2.1,21.5,1500,17600,306.7425359,347.2201541
4.3,2.3,1.5,7600,14400,294.9881003,450.7663285
4.8,3.2,17,8600,11600,294.8983471,335.4580946
7.6,2.2,11.5,4900,5800,294.4446891,294.3857253
7.8,2.4,8,4400,14400,296.3690536,331.8582551
5.6,1.2,26,5900,8000,295.068107,282.6337847
4.9,1.3,16,4400,15200,296.7581187,328.5519674
4.2,3.9,21,1400,17400,312.5645003,448.9073585
4.8,2.9,17,1700,1000,296.5888381,247.3229744
7.1,3.6,13,600,12200,314.7561665,343.9614504
4.7,3.4,16.5,2600,18600,301.0987564,417.6222575
7.1,4.1,3,1900,15000,300.7841461,400.0630837
6.8,3.6,15.5,4300,12600,296.3764692,326.6130111
7.5,3.2,16,3000,14400,298.2251097,327.0336213
5.5,2.8,27,8500,18200,295.9878487,337.9355404
7.8,3.8,1,100,2600,319.0004903,330.6916212
5,0.5,13.5,3500,11200,296.4191812,304.348465
7.7,1.7,10.5,8600,7400,294.0400303,299.0880668
4.5,2.5,26,3900,14200,298.9641897,330.6340514
6.5,2.3,14.5,9500,2600,293.5956918,275.0289057
5.1,2.3,18,8800,10000,294.6008499,306.2992493
5.7,3.5,14.5,8700,9800,294.4939986,318.8876795
6,2.4,7.5,900,2200,296.1634032,287.3199123
7.6,1.4,26,7200,17600,295.7925286,305.1707377
7.8,1,12.5,9900,13200,294.4908413,304.5369163
7.6,2.4,1,6300,5400,294.0024358,312.559333
6.1,3.4,18.5,5900,9200,295.2517636,300.957196
5,2.2,1,6100,19200,296.2479006,450.8425227
4.3,0.6,27,2500,1000,295.0635287,265.9680277
7.3,1,26.5,1000,7600,302.717432,293.1034525
6.4,2.8,20.5,6500,9200,295.0433713,293.9093984
4.5,3.5,8,6600,17400,295.6102686,471.322691
4.3,4.4,1.5,8400,17000,295.0799986,600.7330802
4.2,2.7,28.5,3300,16400,302.115848,362.9095264
6.4,3.7,24.5,500,6400,321.0604142,288.9850075
6.6,2.5,29.5,7500,11800,295.4708262,290.288629
5.2,1.5,27,4500,16600,297.6804406,314.2142078
4.4,4,1.5,9000,18200,295.086293,586.8891342
6.1,0.9,6,7100,16800,295.4835372,325.995394
4.1,3.6,29,3500,13200,303.3646862,391.524472
5.4,1.3,24,7300,6200,294.4617164,277.7582483
6.3,2.2,3.5,300,10400,327.1339779,369.7706313
5.1,1.8,9,1800,8600,298.0709257,321.0201306
6.8,1.3,20.5,4500,9200,295.5015349,293.248631
4.7,1.2,19,2700,11600,298.1360417,308.1613512
7.8,3.4,21,9600,15800,294.9880415,319.432723
6.4,4.3,2.5,2700,19800,300.1936789,474.0799306
7.1,2.4,21,4200,8200,295.6942397,288.910473
4.8,2,1.5,4800,7400,294.665029,347.4492669
8,2.7,25.5,4100,9800,296.3376336,288.8110213
7.3,4.5,16,9300,15000,294.8855161,341.5440843
6.3,4.4,25,9600,13400,295.2593539,319.2695222
5.5,2.4,27.5,200,4000,369.7021024,303.5527562
5.9,2.7,2.5,6600,18000,295.7970626,415.1900269
4.4,2.2,9,9900,12600,294.4092436,367.9606276
5,1,17,8300,17000,295.2535033,323.7862919
7.4,1.3,17,8800,3200,293.633113,283.1176602
7.5,4.1,7,800,10000,305.5410649,344.1666363
7.4,2.4,13,5100,3400,294.0172031,283.1667089
4.5,4,18.5,2700,17600,301.6061266,429.9427308
4.2,2.3,22,3400,8600,297.7241129,297.0829493
6.1,4.1,23.5,700,6200,313.3161075,284.1581693
5.5,4,13,2400,12400,298.8431366,358.6266503
5.9,4.1,28.5,8200,14600,296.1245761,324.8399125
7,4.1,2.5,3400,1000,293.4630097,291.3071511
7.3,2.5,11.5,2300,11200,298.1357283,318.8549996
5.1,0.7,3.5,700,8800,305.6182843,323.0530619
4.5,2.3,27.5,3600,3200,296.9641954,250.3470722
6.3,4,11,500,3600,303.5183473,289.2504221
4.3,3.5,14,6700,14400,295.6126592,401.3659295
6.3,3,26.5,6700,17800,296.496648,328.2706825
5.9,1,3,7200,6800,294.0881382,307.9020799
6.7,3.1,16.5,7200,10600,294.8507691,309.0979688
6,2.5,28.5,3900,3200,295.8838504,255.431765
4.9,3.3,25.5,9800,5000,294.7201073,263.4372168
7.1,2.8,12.5,5200,10400,295.2540417,313.936169
6.6,3.5,9.5,900,16800,311.2719028,388.7759521
5.5,3.6,6,1100,18200,308.6436182,456.9657757
7.5,4.5,26,400,11400,340.706918,326.3319692
8,2.5,26.5,800,19800,321.2071034,337.2012268
7.7,2.8,13.5,3400,14800,297.5678279,328.4754898
4,2,28,5500,10000,296.9519863,296.2478632
6,1.7,29,9900,10800,294.7096914,286.5211961
8,2.3,13.5,2200,4600,295.6319906,288.9969265
7.4,3.4,16.5,8300,10800,294.6261424,308.1862056
6.2,1.3,18,1500,2000,295.6425971,276.8995795
6.8,2.9,7,4100,13000,296.2453615,347.017342
6.2,1,5.5,100,9000,383.0632918,395.1816975
6,1.1,20.5,200,3200,320.7678822,299.5054083
7.9,4.5,1.5,5000,17400,296.5668472,408.8924041
4.9,3.9,25,6300,1000,295.2123918,233.1685019
5.5,4.2,21,3800,13000,298.0992908,338.0599027
4.9,2.8,29.5,8500,6400,295.2910386,267.751353
6.7,1.9,30,900,5800,305.7445959,278.3861591
7.3,0.8,16.5,8100,15000,295.0291047,303.9486029
4.5,2.2,11,4800,12200,295.7724932,353.1568066
4.5,4.2,19.5,1700,11800,304.9530356,364.273104
7.8,3.7,21,4700,5800,295.1049829,277.7535092
6.3,1.5,10,9200,17800,295.0484498,337.0003853
7.2,4.2,6,5200,13000,295.5651047,364.5333244
7.7,3.2,12,7500,16600,295.343476,342.4957037
6.4,0.8,28,600,11000,315.2327026,308.0223385
4.4,2,24.5,2500,17800,302.4447311,351.7764173
6.9,2,8,2600,15600,299.0285456,341.2661311
4.2,3.3,19,7500,19600,296.3713387,440.2963112
5.5,1.5,26.5,8100,9800,294.865447,286.4147469
4.3,2.8,6.5,5400,7800,294.6094844,349.5323352
5.2,3.4,16,8000,4800,294.2189641,277.3797753
6.7,0.7,24.5,6800,19000,296.048849,305.2777209
4.3,4.2,16,6200,7000,295.2741999,312.9048796
4.3,3.9,5,3800,12800,296.2730881,467.0054242
8,2.6,30,2300,8600,298.964132,282.0861124
6.8,0.7,23,4300,16400,297.1250826,303.5243333
5.5,1.8,30,7200,8800,295.2702406,278.0480246
4.4,3.5,19.5,800,3200,307.9845198,264.4088382
8,2.5,1.5,600,3600,299.1205721,309.0788734
7.6,2.4,17.5,5000,2200,293.9750415,273.4629224
7.6,1.6,8.5,6000,10000,294.8190656,308.5530258
5.5,3.1,28.5,6300,6400,295.7253321,267.9973927
4.8,2.3,1.5,8800,12600,294.5480026,404.2976579
4.8,2.6,2.5,8700,9400,294.194638,376.3612219
6.2,2.8,21,3800,2400,294.9400451,259.8543812
5.8,0.6,22.5,400,19200,343.5093608,351.7463528
7,4.3,16,2500,5800,296.5257426,286.2774714
7.1,4.5,11.5,7600,3000,293.745417,277.3243512
6.4,2.2,22.5,2700,2800,295.6246489,265.854107
5.8,3.1,4.5,4600,13400,295.9435548,385.4568386
7.3,1.7,12.5,8900,14400,294.7753465,316.8260045
4.9,3.6,9.5,2800,1000,294.173048,259.6229072
5.5,2.2,9.5,3000,5600,295.224204,300.3097009
7.8,4,12.5,4800,11800,295.7104335,324.9438379
6,1.6,30,1900,17400,304.4847094,313.7441767
4.1,1.8,23,6500,4200,294.8619088,261.3327536
7.9,2.7,8,5800,18400,296.2374854,350.5342997
7.6,2.4,14,3200,2000,294.1641277,277.6742858
7,1,11,4000,18000,297.6100111,320.2497937
4,3.9,9,2600,10200,297.387315,400.4018132
6.9,1.3,7,9800,12200,294.3831572,315.450746
5.2,4.4,27,2000,1000,300.8149377,235.2079038
6.9,4,4,400,12400,323.0879923,399.0281157
6.4,2.6,1,6900,19000,295.8724064,407.2685864
7.5,0.9,11,2500,11600,297.8143145,306.3427225
6.5,1.7,24.5,8000,15800,295.3939701,307.9652518
5.4,0.7,21.5,10000,4000,293.7182323,280.883221
4.4,4.2,15,8600,16400,295.3883931,438.8923695
4.7,1.5,2.5,6100,15800,295.6758793,387.058693
6,0.6,30,5100,7200,294.999543,284.6694353
4.7,3,17.5,7600,3800,294.3064637,265.8869081
5.4,1,26,3400,6200,295.9179682,279.4732608
4,3.7,15.5,5400,17600,297.0330244,465.1947256
6.9,3.2,6,5600,19400,296.4674638,392.945506
6.4,3.8,30,8900,5000,294.8462957,258.0231537
4.1,2.3,1,4800,19200,297.0587242,525.235128
5,2,13.5,8400,16800,295.1663977,359.2672715
5.8,2,28,7500,15000,295.7718924,306.0096458
7.8,2.5,24,4600,17200,297.3072555,314.7580256
5.6,3.5,29.5,5300,9200,296.9684888,285.8426048
4.8,1.8,4,3800,7200,295.0133673,330.2160985
5.4,3.8,16.5,5300,15800,296.5255677,372.3020684
4.4,3,11,3400,12000,296.895364,373.6741669
7.5,1.3,20.5,9100,4800,293.8332461,283.574087
5.2,2.5,27,5100,6200,295.954709,268.8731477
6.1,2.8,13,200,14400,370.3997228,404.3683894
6,2,2.5,3600,5400,294.6346139,315.0987192
4.8,3.8,12.5,600,8200,311.0249266,336.5267703
7.1,1.1,27.5,3200,7200,296.1367113,284.8262361
4.8,3.6,3,9600,4000,293.5640779,326.1668941
5.1,3.3,5,5200,14800,295.8286819,427.1666036
7.8,3.5,23,4100,5400,295.4330924,273.9361907
6.1,1.3,25.5,6700,16600,295.9306946,307.6737725
7.2,2.4,10,6900,19800,295.9393147,354.5829163
7.1,3.9,21.5,6000,15400,296.2001174,326.7848147
6,4,3,9700,2800,293.4429985,305.3637963
6.2,2.1,4,7300,12600,294.8363462,346.7262823
7.2,2.8,24.5,5800,19000,296.8409612,326.5551235
7.5,2.5,24,4800,16800,297.0935471,314.7423438
5.3,4.5,9,800,15400,311.8469876,440.9560721
7.4,4.2,10.5,8100,11200,294.563305,331.3387959
5.8,3.8,29,800,14600,325.8590455,339.5203039
4.9,2.1,8.5,8400,20000,295.4039793,409.8747581
6.6,3.3,28.5,6900,11800,295.8326074,294.358821
5.5,3.1,11.5,4100,8000,295.3693058,314.6655963
5.9,2.5,27.5,2100,7400,299.894102,277.5111707
6.3,2.4,8.5,5800,17800,296.1155931,365.9291892
4.2,2.3,3,5700,11200,295.0264092,406.3780136
7.1,1.4,18,4600,17400,297.020505,316.4681254
6.7,1.9,11,2600,19200,300.3799444,349.6196397
5.2,1.1,11.5,7500,14400,295.0688663,325.0974322
6.8,0.5,12,9100,7000,293.9376551,294.9425774
6.4,1.7,4.5,3900,16600,297.313906,351.3717396
8,4,3,3400,5400,294.7219389,315.9374652
5.3,4.5,17,7500,17000,295.7892896,399.2974076
4.6,4.2,4,7500,15000,294.9943604,502.6892777
6.9,1,14,5100,11000,295.3643559,302.5034986
7.5,3.2,24.5,5400,19200,297.1718713,329.1977925
4.2,2.7,9,4900,14000,295.9408368,407.7583204
4.8,2.9,10.5,8900,3400,293.7179834,280.7451543
4.4,4.4,5.5,1600,3800,295.8753178,315.6010226
4.3,2.3,20.5,8400,16000,295.5434823,356.429218
6.9,2.4,21.5,9600,10600,294.5091948,296.0701841
5.2,3.7,7.5,2400,9800,297.2338571,362.4919466
6.5,3,4.5,1300,6400,298.0378872,322.9613499
7,2.1,25,9400,8600,294.412596,284.2564645
4.2,2.8,23,3300,10400,299.0509652,318.662833
4.9,4.3,15,5400,5200,294.9398105,286.3566124
4.3,0.7,25,7800,4600,294.1697486,273.7645254
7.6,3.3,20,10000,1600,293.643301,261.8095954
5.7,2.5,18,900,13600,310.6567657,336.2910291
4.2,2.7,22,4900,12800,297.2488088,339.1978554
4.8,3.1,12,1100,8200,302.158732,326.1940188
5,1.4,19,5300,8800,295.2274381,294.3402457
4.8,4,26,2900,12800,302.0584356,345.9120005
7.1,4.4,28,3900,4000,296.3801666,256.3426819
7.2,0.9,5.5,3600,17200,297.8807839,321.0295364
6.3,2.9,28,5800,1000,294.6540995,244.5116833
7.3,2.9,15,2700,5800,295.844146,289.1739879
5.9,1.4,2,1700,5800,296.5347274,314.0286864
4.8,2.9,25,8200,16400,296.0312046,348.7660475
6.9,4,24,2100,20000,304.4282249,356.0530745
4.3,3.1,7,2500,7400,296.227889,347.4500584
4.8,2.5,29,4000,12200,298.6902953,305.9350459
6.4,3.4,12.5,8600,18600,295.2737359,376.7483139
7,1.6,24.5,1500,10600,301.8129391,297.2487693
6.5,3.3,12,7300,18000,295.5694633,370.7681569
4.2,1,26,4300,8800,296.2713695,284.3651624
7.9,3.5,29.5,2400,2800,297.1428169,257.7356534
5.5,2.5,17.5,9800,10400,294.450171,308.5328624
5.6,4.5,8.5,6700,19400,295.8471283,463.6896624
6.7,1.7,16.5,100,17800,489.3602023,499.1869162
5.6,1.7,29,4700,6400,295.7668505,271.2024651
4.3,2.8,5.5,800,12000,307.3969614,420.1969571
5.1,1.9,22,8600,7600,294.5127999,283.3865273
7.9,4.4,7,7700,12800,294.7697259,350.1475756
7.7,2.9,21.5,7500,8200,294.5984931,287.2164413
5,0.6,14.5,6500,6200,294.1990183,292.1470282
6.1,1.5,9.5,6600,18000,295.8181024,342.1918808
7.5,1.3,12.5,8900,5800,293.8491499,292.7764379
7.9,3,5.5,8300,13400,294.7286515,339.7762605
6.2,1.5,2,2400,7800,296.370078,320.6127213
6.5,4.5,7,7600,18000,295.3787201,422.9140902
5.9,1.1,24.5,4800,3200,294.4154898,273.3326728
7.5,3.1,3.5,9100,1600,293.3343613,292.3088993
4.1,4.5,21,3800,10600,299.5671372,380.9121553
7.1,0.7,22,7100,9800,294.6479913,293.2448405
6.3,1.8,6,4000,18600,297.6687346,360.9069216
4.9,1.9,10.5,900,10800,305.5649245,339.6318179
7.4,4.2,22,3900,6600,295.9916657,278.9839949
6.8,4.1,28,900,10200,314.1156825,300.1397186
4.5,1.5,27,2000,3200,298.3639945,257.7863256
6.2,1.7,12,8000,17000,295.254088,336.2703278
6.7,2.2,19.5,2200,12800,299.7345077,311.6551333
6.7,2.9,11,3700,4200,294.5398462,288.2442023
7.2,2.5,11,7800,5400,293.9232068,293.4891529
7.4,3.8,25.5,3800,8200,296.720709,281.9255899
7.5,2.4,17.5,7000,19400,295.9675854,333.0045825
6.2,3.1,17.5,9300,17400,295.1448532,349.9906837
4.6,1.2,8,7600,4800,293.8263077,297.5615515
8,3.4,6,8600,18400,295.2196307,367.4709513
7.9,2.8,17.5,1800,10800,299.8812156,306.8188869
6.2,1.1,15.5,5400,4800,294.2122511,287.2112443
6.5,0.6,10,5400,7200,294.5053414,297.2899687
6.4,1.9,4.5,9200,13200,294.5549414,340.0460736
6.7,3.2,22.5,8500,10800,294.863019,298.1380777
4.6,2,25,1800,7200,301.127726,280.6756724
7.9,3.8,7.5,10000,2200,293.4160327,285.4872177
5.7,2.1,12.5,1200,9000,301.3468884,314.9351416
6.5,4.5,7,3600,6000,294.9004932,316.254179
5.1,1.2,1.5,4500,5600,294.3845627,314.8124185
7.5,2.6,27.5,9800,12200,294.7872437,292.888812
4.4,4.2,18.5,8900,9000,295.0355821,329.9840762
6.4,0.7,28,6500,3000,293.9512545,278.798766
6.8,2.1,3.5,2200,5600,295.6791068,310.9577791
4.9,3.3,23,5500,11600,296.6129198,320.1936029
6.5,4.5,19.5,6100,18400,296.5637739,367.7807509
6.3,1.8,29,4400,12400,296.9518044,293.3557544
6.9,3.2,7,900,6200,300.2452591,314.512834
7.5,2.7,14.5,4400,15800,296.8026704,330.1425492
6.6,3.1,5.5,4400,10600,295.5032018,343.4134558
5.5,2.4,11,7800,8200,294.2918709,311.9390688
6.9,2.4,22.5,9400,10800,294.5873364,295.3416686
7.7,1.3,26.5,900,9800,306.4215732,298.8678982
4,3.8,6,1700,4400,296.1272341,323.3522984
6.8,1.3,9.5,7700,10600,294.5323193,308.7273249
7.7,0.7,13.5,5800,11800,295.2071713,300.530382
7.3,1,9.5,100,19200,485.7877788,502.2550485
7.1,3.5,5,3500,3800,294.2702955,301.5084901
6,3.8,19.5,6900,13200,295.5613392,329.0936499
6.9,4,19,1900,12000,300.9545322,319.2041923
4.6,4.2,3,3400,12000,296.4470763,471.3911691
5.9,3.8,16.5,2300,14600,300.3527142,353.8077505
4.6,3.1,19.5,2300,4400,297.9564309,269.1860528
4.6,1.1,6.5,9600,1200,293.3099147,284.1609643
7.9,0.6,29.5,3000,11000,297.2116444,293.9768618
7.5,4.1,6.5,6700,19000,295.8566749,394.8836592
8,0.9,6,7500,1800,293.3999968,291.778055
4.2,2.5,26,10000,1000,294.3957678,233.4363756
6.2,4,27.5,8500,17800,296.0918955,340.9873156
7,0.9,16,1700,16800,303.1333501,316.8100402
7.8,1.1,27,3900,8200,295.7256573,287.8342861
5.1,4,22.5,4500,14600,298.0389022,355.6149709
7.8,1.2,8,6500,16400,295.6465856,317.6208107
7.4,2.1,4,900,7800,301.7336645,321.3092491
7.3,1.3,24,6600,1400,293.7129238,273.478704
7.2,4.2,15.5,8400,3400,293.8570119,271.9022915
7.1,4.2,25.5,2600,5000,297.7016214,265.9756906
6.1,2.1,15,10000,12600,294.4884645,318.0802184
7.8,2.5,13.5,7800,15200,295.1167524,323.8783381
5.8,0.7,3.5,8000,13400,294.8109198,317.3984869
4.1,2.7,22,1200,5000,305.22467,275.2499619
7.3,1,27,9300,1200,293.5294513,275.0689504
5.5,1.1,16.5,1100,1600,296.0531049,276.7956573
7.8,4.4,11.5,6500,2200,293.6944206,275.0203243
4.8,0.6,14.5,1600,20000,305.597716,334.3932056
5.7,4.4,22,5900,11200,296.1757066,318.0799242
6.8,0.5,24,9300,1000,293.3812557,283.0738505
7.3,3.6,30,2300,18600,303.8075025,326.5706661
6.6,0.9,8.5,7700,16400,295.2574588,317.8999076
4.4,2.4,7,9300,7000,293.9278774,328.9860904
7.5,1.5,26.5,1900,15400,302.2902973,306.3340545
4.1,3.1,17.5,3800,5000,296.1585847,279.7791884
7.2,1,15,200,4400,318.863544,311.4808675
5.9,3.9,5,7400,14200,294.9700012,406.5162309
4.1,2.5,29.5,1200,15200,318.631749,358.736881
6.6,2.9,15.5,5700,9000,294.9958744,302.833255
4.3,1.6,17.5,6400,18800,296.2469925,364.2137994
8,0.8,20.5,6100,10000,294.892163,294.5541664
5.4,2.4,20.5,9600,2600,293.8996896,258.624585
7.2,2.9,27.5,1100,6600,304.3489414,279.0894456
4.2,2.5,23.5,2900,5200,298.1315925,269.5866453
5.3,2.3,22.5,5100,8200,295.686045,286.5480926
7.7,4.4,19.5,1400,12800,304.1672389,321.9881755
5.5,4.5,9,7100,11200,294.7497203,371.8892122
4.7,3.3,2,1900,1800,294.1121889,303.9181165
7.6,3.9,4,4200,3200,293.9281197,300.491153
6.3,4.3,8.5,9900,7600,293.9599743,323.1267312
4.8,3.2,29.5,6300,2200,295.76888,240.9062792
5.5,1.1,7.5,600,18200,322.8158389,369.0524581
7.2,2,25.5,7600,12800,295.1835661,296.9255061
5.6,1.9,3.5,3500,11400,296.332616,348.8700498
5.8,3.1,16,8200,2800,293.8699226,265.6747018
5.9,2.9,6.5,6200,1800,293.5168531,283.7461169
6.3,3.9,15.5,4400,3800,294.6872702,272.8239223
4.1,3.6,24,3000,3200,299.113711,261.156064
5.5,3.8,25.5,6700,19400,297.08447,371.3521163
7.8,0.9,20,4900,2200,293.8049037,283.8354614
